"Net Code";"Net Name";"Pad Count";"Via Count";"Via Length (mm)";"Track Length (mm)";"Die Length (mm)";"Net Length (mm)";"TOP (mm)";"GND1 (mm)";"S1 (mm)";"PW1 (mm)";"S2 (mm)";"GND2 (mm)";"PW2 (mm)";"BOT (mm)";
226;"/MPU/25MHZ_I";4;0;0.0000;8.8227;0.0000;8.8227;8.8227;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
227;"ENET_RD0";2;2;1.2010;60.8483;0.0000;62.0493;1.0681;0.0000;0.0000;0.0000;59.7802;0.0000;0.0000;0.0000;
228;"ENET_RD2";2;2;1.2010;60.5708;0.0000;61.7718;1.0681;0.0000;0.0000;0.0000;59.5027;0.0000;0.0000;0.0000;
229;"ENET_RD1";2;2;1.2010;61.0671;0.0000;62.2681;1.0681;0.0000;0.0000;0.0000;59.9990;0.0000;0.0000;0.0000;
230;"CLK2_N";2;1;1.0397;0.4596;0.0000;1.4993;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
231;"JTAG_TMS";2;1;0.2637;62.0991;0.0000;62.3628;0.4596;0.0000;61.6395;0.0000;0.0000;0.0000;0.0000;0.0000;
232;"BOOT_MODE1";3;2;1.2010;54.2440;0.0000;55.4450;8.4873;0.0000;0.0000;0.0000;45.7567;0.0000;0.0000;0.0000;
233;"/IO/XTAL2";4;0;0.0000;9.2841;0.0000;9.2841;9.2841;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
234;"Net-(U9H-JTAG_MOD)";2;2;1.0397;15.0158;0.0000;16.0555;0.4596;0.0000;13.8837;0.0000;0.0000;0.0000;0.0000;0.6725;
235;"Net-(U12A-ODT_CA_A)";2;0;0.0000;3.5566;0.0000;3.5566;3.5566;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
236;"Net-(U12A-ODT_CA_B)";2;0;0.0000;3.5844;0.0000;3.5844;3.5844;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
237;"ENET_RD3";2;2;1.2010;60.5970;0.0000;61.7980;1.0681;0.0000;0.0000;0.0000;59.5288;0.0000;0.0000;0.0000;
238;"PMIC_ON_REQ";3;3;2.0794;58.8281;0.0000;60.9075;34.9936;0.0000;0.0000;0.0000;17.0595;0.0000;0.0000;6.7751;
239;"PMIC_STBY_REQ";3;3;1.8015;56.6109;0.0000;58.4124;25.4251;0.0000;0.0000;0.0000;31.1858;0.0000;0.0000;0.0000;
240;"JTAG_TDI";2;1;0.2637;65.4182;0.0000;65.6819;0.4596;0.0000;64.9586;0.0000;0.0000;0.0000;0.0000;0.0000;
241;"BOOT_MODE0";4;2;1.2010;49.3157;0.0000;50.5167;5.8169;0.0000;0.0000;0.0000;43.4988;0.0000;0.0000;0.0000;
242;"Net-(U11-VDD)";4;0;0.0000;6.7213;0.0000;6.7213;6.7213;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
243;"Net-(U12A-ZQ0)";2;0;0.0000;2.1259;0.0000;2.1259;2.1259;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
244;"Net-(U12A-ZQ1)";2;0;0.0000;2.3823;0.0000;2.3823;2.3823;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
245;"POR_B";5;3;1.4647;102.2923;0.0000;103.7570;38.4825;0.0000;43.8101;0.0000;19.9997;0.0000;0.0000;0.0000;
246;"ONOFF";3;3;2.0794;50.1834;0.0000;52.2628;20.5428;0.0000;24.1555;0.0000;0.0000;0.0000;0.0000;5.4851;
247;"/MPU/RTC_nRST";3;2;1.2010;25.5662;0.0000;26.7672;6.3762;0.0000;0.0000;0.0000;19.1900;0.0000;0.0000;0.0000;
248;"DRAM_DQ20";2;2;1.2010;25.0153;0.0000;26.2163;1.0571;0.0000;0.0000;0.0000;23.9582;0.0000;0.0000;0.0000;
249;"DRAM_DQ5";2;2;1.2010;25.0910;0.0000;26.2920;1.8874;0.0000;0.0000;0.0000;23.2036;0.0000;0.0000;0.0000;
250;"DRAM_nRST";3;2;1.3034;24.1813;0.0000;25.4847;1.6383;0.0000;22.5430;0.0000;0.0000;0.0000;0.0000;0.0000;
251;"/POWER/PMIC_ON";6;2;2.0794;39.8949;0.0000;41.9743;18.0141;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;21.8808;
252;"Net-(U15-VDDA1.8)";6;2;2.0794;8.4021;0.0000;10.4815;1.6712;0.0000;0.0000;0.0000;5.4831;0.0000;0.0000;1.2479;
253;"Net-(U16-VDD1.8_1)";5;2;2.0794;8.8978;0.0000;10.9772;1.7534;0.0000;5.6663;0.0000;0.0000;0.0000;0.0000;1.4781;
254;"Net-(U16-VDDA1.8)";6;2;2.0794;9.6181;0.0000;11.6975;1.4979;0.0000;0.0000;0.0000;5.3131;0.0000;0.0000;2.8071;
257;"PMIC_SDA";3;2;1.2010;70.1819;0.0000;71.3829;12.8077;0.0000;0.0000;0.0000;57.3742;0.0000;0.0000;0.0000;
258;"PMIC_nINT";2;4;3.2804;89.0315;0.0000;92.3119;33.4638;0.0000;0.0000;0.0000;19.1580;0.0000;0.0000;36.4097;
266;"VIN";25;29;24.7480;12.2440;0.0000;36.9920;5.3731;0.0000;0.0000;0.0000;0.0000;0.0000;6.8709;0.0000;
267;"VDDA_1V8";20;10;8.2449;14.7804;0.0000;23.0253;6.3558;0.0000;0.0000;4.9142;0.0000;0.0000;0.0000;3.5105;
268;"DRAM_CA2_B";2;2;1.8746;24.3629;0.0000;26.2375;0.9782;0.0000;0.0000;0.0000;0.0000;0.0000;23.3847;0.0000;
270;"DRAM_nCS1_A";2;2;1.8746;24.3421;0.0000;26.2167;0.9520;0.0000;0.0000;0.0000;0.0000;0.0000;23.3901;0.0000;
271;"DRAM_CA5_B";2;2;1.8746;24.1826;0.0000;26.0572;2.9814;0.0000;0.0000;0.0000;0.0000;0.0000;21.2012;0.0000;
272;"DRAM_CA4_A";2;2;1.8746;24.3840;0.0000;26.2586;0.9363;0.0000;0.0000;0.0000;0.0000;0.0000;23.4477;0.0000;
273;"DRAM_CA4_B";2;2;1.8746;24.3775;0.0000;26.2521;1.6010;0.0000;0.0000;0.0000;0.0000;0.0000;22.7765;0.0000;
274;"DRAM_CA3_B";2;2;1.8746;26.2188;0.0000;28.0934;1.0146;0.0000;0.0000;0.0000;0.0000;0.0000;25.2043;0.0000;
275;"DRAM_CA0_B";2;2;1.8746;22.8591;0.0000;24.7337;2.2626;0.0000;0.0000;0.0000;0.0000;0.0000;20.5965;0.0000;
276;"DRAM_CA1_B";2;2;1.8746;22.4265;0.0000;24.3011;0.9403;0.0000;0.0000;0.0000;0.0000;0.0000;21.4863;0.0000;
277;"DRAM_CKE1_B";2;2;1.8746;24.1867;0.0000;26.0613;0.8454;0.0000;0.0000;0.0000;0.0000;0.0000;23.3413;0.0000;
279;"DRAM_nCS0_A";2;2;1.8746;24.2279;0.0000;26.1025;0.9369;0.0000;0.0000;0.0000;0.0000;0.0000;23.2910;0.0000;
280;"DRAM_CA3_A";2;2;1.8746;24.2452;0.0000;26.1198;1.7316;0.0000;0.0000;0.0000;0.0000;0.0000;22.5137;0.0000;
281;"VDD_PHY_0V9";36;14;14.5558;13.3156;0.0000;27.8714;8.4635;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.8521;
282;"VDD_PHY_1V8";9;5;4.0861;76.8072;0.0000;80.8933;3.2236;0.0000;0.0000;72.3418;0.0000;0.0000;0.0000;1.2417;
283;"VDD_PHY_3V3";13;7;7.2779;8.0706;0.0000;15.3485;5.3905;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;2.6800;
284;"VDD_ARM_0V9";27;17;16.6352;20.2328;0.0000;36.8680;11.0309;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;9.2019;
285;"VDD_GPU_0V9";24;15;12.4764;13.5406;0.0000;26.0170;9.7902;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;3.7504;
286;"VDD_SOC_0V9";39;23;20.7940;21.8827;0.0000;42.6767;15.2001;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;6.6826;
287;"NVCC_SD1_1V8";3;1;1.0397;0.9192;0.0000;1.9589;0.9192;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
288;"VDD_VPU_0V9";18;9;8.3176;12.5798;0.0000;20.8974;7.7096;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.8702;
289;"NVCC_SD2";2;1;1.0397;0.4596;0.0000;1.4993;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
290;"VDD_SNVS_0V9";8;5;5.1985;5.4348;0.0000;10.6333;5.4348;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
291;"NVCC_ENET_2V5";18;9;7.2779;10.4372;0.0000;17.7151;5.2807;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;5.1565;
292;"VDD_DRAM_0V9";44;22;22.8734;19.4118;0.0000;42.2852;17.4138;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.9980;
293;"USB1_TX_N";2;0;0.0000;1.5358;0.0000;1.5358;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5358;
294;"USB1_TX_P";2;0;0.0000;1.5292;0.0000;1.5292;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5292;
295;"USB1_RX_N";2;0;0.0000;1.5358;0.0000;1.5358;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5358;
296;"USB1_RX_P";2;0;0.0000;1.5292;0.0000;1.5292;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;1.5292;
297;"USB1_DP";2;2;1.0397;18.2567;0.0000;19.2964;0.4596;0.0000;15.7373;0.0000;0.0000;0.0000;0.0000;2.0598;
298;"Net-(U17-REF_FILT)";2;0;0.0000;1.7697;0.0000;1.7697;1.7697;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
299;"USB1_DN";2;2;1.0397;18.2252;0.0000;19.2649;0.4596;0.0000;15.2916;0.0000;0.0000;0.0000;0.0000;2.4740;
300;"USB1_ID1";2;3;2.1521;39.8218;0.0000;41.9739;12.9924;0.0000;0.0000;16.2820;0.0000;0.0000;0.0000;10.5474;
301;"USB1_VBUS";2;2;1.0397;17.1117;0.0000;18.1514;0.4596;0.0000;15.2098;0.0000;0.0000;0.0000;0.0000;1.4423;
302;"HDMI_SDA";2;1;1.0397;14.1172;0.0000;15.1569;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;13.6576;
303;"HDMI_SCL";2;1;1.0397;14.1625;0.0000;15.2022;0.4596;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;13.7028;
304;"VDD_1V8";47;22;22.8734;34.5084;0.0000;57.3818;14.4827;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;20.0257;
306;"DRAM_DQ29";2;2;0.5274;24.1549;0.0000;24.6823;1.0295;0.0000;23.1255;0.0000;0.0000;0.0000;0.0000;0.0000;
318;"/IO/VDD1A";8;6;6.2382;8.4445;0.0000;14.6827;3.6228;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;4.8217;
320;"Net-(R78-Pad2)";2;0;0.0000;2.3478;0.0000;2.3478;2.3478;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
321;"Net-(U2-BST)";2;0;0.0000;1.4368;0.0000;1.4368;1.4368;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
322;"Net-(R80-Pad2)";2;0;0.0000;2.3528;0.0000;2.3528;2.3528;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
323;"Net-(U2-SS)";2;0;0.0000;1.3239;0.0000;1.3239;1.3239;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
324;"Net-(U2-FB)";3;0;0.0000;2.3227;0.0000;2.3227;2.3227;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;
